titre,realisateur,nombre_de_film,Ville,titre_realisateur
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Nice,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA VIE EN ROUGE,ANDRES LINARES,1,Nice,LA VIE EN ROUGE_ANDRES LINARES
L'INFILTRE,D. OTHENIN-GIRARD,1,Nice,L'INFILTRE_D. OTHENIN-GIRARD
AGATHE CLERY,ETIENNE CHATILIEZ,1,Nice,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Nice,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Nice,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Nice,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Nice,AGATHE CLERY_ETIENNE CHATILIEZ
L'HEURE D'ETE / (SOUVENIRS DU VALOIS),OLIVIER ASSAYAS,1,Nice,L'HEURE D'ETE / (SOUVENIRS DU VALOIS)_OLIVIER ASSAYAS
LA FRONTIERE DE L'AUBE,PHILIPPE GARREL,1,Nice,LA FRONTIERE DE L'AUBE_PHILIPPE GARREL
LA FRONTIERE DE L'AUBE,PHILIPPE GARREL,1,Nice,LA FRONTIERE DE L'AUBE_PHILIPPE GARREL
LA FRONTIERE DE L'AUBE,PHILIPPE GARREL,1,Nice,LA FRONTIERE DE L'AUBE_PHILIPPE GARREL
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Nice,SEULS TWO_ERIC ET RAMZY
INTRUSIONS,EMMANUEL BOURDIEU,1,Nice,INTRUSIONS_EMMANUEL BOURDIEU
INTRUSIONS,EMMANUEL BOURDIEU,1,Nice,INTRUSIONS_EMMANUEL BOURDIEU
INTRUSIONS,EMMANUEL BOURDIEU,1,Nice,INTRUSIONS_EMMANUEL BOURDIEU
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
SKATE OR DIE,MIGUEL COURTOIS,1,Nice,SKATE OR DIE_MIGUEL COURTOIS
LE PLAISIR DE CHANTER,ILAN DURAN COHEN,1,Nice,LE PLAISIR DE CHANTER_ILAN DURAN COHEN
LE PLAISIR DE CHANTER,ILAN DURAN COHEN,1,Nice,LE PLAISIR DE CHANTER_ILAN DURAN COHEN
LE PLAISIR DE CHANTER,ILAN DURAN COHEN,1,Nice,LE PLAISIR DE CHANTER_ILAN DURAN COHEN
LES PRINCES DE LA NUIT,PATRICK LEVY,1,Nice,LES PRINCES DE LA NUIT_PATRICK LEVY
LES PRINCES DE LA NUIT,PATRICK LEVY,1,Nice,LES PRINCES DE LA NUIT_PATRICK LEVY
LES PRINCES DE LA NUIT,PATRICK LEVY,1,Nice,LES PRINCES DE LA NUIT_PATRICK LEVY
LES PRINCES DE LA NUIT,PATRICK LEVY,1,Nice,LES PRINCES DE LA NUIT_PATRICK LEVY
LES PLAGES D'AGNES,AGNES VARDA,1,Nice,LES PLAGES D'AGNES_AGNES VARDA
C'EST TOUJOURS MIEUX QUAND ON SOURIT SUR LA PHOTO,JENNIFER DEVOLDERE,1,Nice,C'EST TOUJOURS MIEUX QUAND ON SOURIT SUR LA PHOTO_JENNIFER DEVOLDERE
C'EST TOUJOURS MIEUX QUAND ON SOURIT SUR LA PHOTO,JENNIFER DEVOLDERE,1,Nice,C'EST TOUJOURS MIEUX QUAND ON SOURIT SUR LA PHOTO_JENNIFER DEVOLDERE
LA PANTHERE ROSE 2,HARALD ZWART,1,Nice,LA PANTHERE ROSE 2_HARALD ZWART
LA PANTHERE ROSE 2,HARALD ZWART,1,Nice,LA PANTHERE ROSE 2_HARALD ZWART
LOST IN LOVE,RACHMANIA ARUNITA,1,Nice,LOST IN LOVE_RACHMANIA ARUNITA
LOST IN LOVE,RACHMANIA ARUNITA,1,Nice,LOST IN LOVE_RACHMANIA ARUNITA
LOST IN LOVE,RACHMANIA ARUNITA,1,Nice,LOST IN LOVE_RACHMANIA ARUNITA
L'EMPREINTE DE L'ANGE,SAFY NEBBOU,1,Nice,L'EMPREINTE DE L'ANGE_SAFY NEBBOU
UN HOMME ET SON CHIEN,FRANCIS HUSTER,1,Nice,UN HOMME ET SON CHIEN_FRANCIS HUSTER
LOL,LISA AZUELOS,1,Nice,LOL_LISA AZUELOS
LES HERBES FOLLES,ALAIN RESNAIS,1,Nice,LES HERBES FOLLES_ALAIN RESNAIS
COMMIS D'OFFICE,HANNELORE CAYRE,1,Nice,COMMIS D'OFFICE_HANNELORE CAYRE
LE CODE A CHANGE,DANIELE THOMPSON,1,Nice,LE CODE A CHANGE_DANIELE THOMPSON
LE CODE A CHANGE,DANIELE THOMPSON,1,Nice,LE CODE A CHANGE_DANIELE THOMPSON
LE CODE A CHANGE,DANIELE THOMPSON,1,Nice,LE CODE A CHANGE_DANIELE THOMPSON
LE CODE A CHANGE,DANIELE THOMPSON,1,Nice,LE CODE A CHANGE_DANIELE THOMPSON
LE CODE A CHANGE,DANIELE THOMPSON,1,Nice,LE CODE A CHANGE_DANIELE THOMPSON
CHERI,STEPHEN FREARS,1,Nice,CHERI_STEPHEN FREARS
CHERI,STEPHEN FREARS,1,Nice,CHERI_STEPHEN FREARS
LE DERNIER POLICHINELLE,MAURIZIO SCAPARRO,1,Nice,LE DERNIER POLICHINELLE_MAURIZIO SCAPARRO
AN EDUCATION,LONE SCHERFIG,1,Nice,AN EDUCATION_LONE SCHERFIG
CYPRIEN,DAVID CHARHON,1,Nice,CYPRIEN_DAVID CHARHON
LE SEMINAIRE,CHARLES NEMES,1,Nice,LE SEMINAIRE_CHARLES NEMES
KOUTOUSOV- GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,1,Nice,KOUTOUSOV- GAMBIT RUSSE_DIMITRY TOMASHPOLSKI
KOUTOUSOV- GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,1,Nice,KOUTOUSOV- GAMBIT RUSSE_DIMITRY TOMASHPOLSKI
KOUTOUSOV- GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,1,Nice,KOUTOUSOV- GAMBIT RUSSE_DIMITRY TOMASHPOLSKI
KOUTOUSOV- GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,1,Nice,KOUTOUSOV- GAMBIT RUSSE_DIMITRY TOMASHPOLSKI
LA FILLE DU RER,ANDRE TECHINE,1,Nice,LA FILLE DU RER_ANDRE TECHINE
TELLEMENT PROCHES,E.TOLEDANO/O.NAKACHE,1,Nice,TELLEMENT PROCHES_E.TOLEDANO/O.NAKACHE
COCO,GAD ELMALEH,1,Nice,COCO_GAD ELMALEH
JULIE AND JULIA,NORA EPHRON,1,Nice,JULIE AND JULIA_NORA EPHRON
JULIE AND JULIA,NORA EPHRON,1,Nice,JULIE AND JULIA_NORA EPHRON
JULIE AND JULIA,NORA EPHRON,1,Nice,JULIE AND JULIA_NORA EPHRON
JULIE AND JULIA,NORA EPHRON,1,Nice,JULIE AND JULIA_NORA EPHRON
JULIE AND JULIA,NORA EPHRON,1,Nice,JULIE AND JULIA_NORA EPHRON
JULIE AND JULIA,NORA EPHRON,1,Nice,JULIE AND JULIA_NORA EPHRON
UN CHAT UN CHAT,SOPHIE FILLIERES,1,Nice,UN CHAT UN CHAT_SOPHIE FILLIERES
UN CHAT UN CHAT,SOPHIE FILLIERES,1,Nice,UN CHAT UN CHAT_SOPHIE FILLIERES
LA DOUBLE CROISEE,JEAN-CHARLES ATZENI,1,Nice,LA DOUBLE CROISEE_JEAN-CHARLES ATZENI
LA DOUBLE CROISEE,JEAN-CHARLES ATZENI,1,Nice,LA DOUBLE CROISEE_JEAN-CHARLES ATZENI
G.I. JOE / DARK SKY,STEPHEN SOMMERS,1,Nice,G.I. JOE / DARK SKY_STEPHEN SOMMERS
G.I. JOE / DARK SKY,STEPHEN SOMMERS,1,Nice,G.I. JOE / DARK SKY_STEPHEN SOMMERS
LA SAINTE VICTOIRE,FRANCOIS FAVRAT,1,Nice,LA SAINTE VICTOIRE_FRANCOIS FAVRAT
L'ARMEE DU CRIME,ROBERT GUEDIGUIAN,1,Nice,L'ARMEE DU CRIME_ROBERT GUEDIGUIAN
L'ARMEE DU CRIME,ROBERT GUEDIGUIAN,1,Nice,L'ARMEE DU CRIME_ROBERT GUEDIGUIAN
LE CONCERT,RADU MIHAILEANU,1,Nice,LE CONCERT_RADU MIHAILEANU
LE CONCERT,RADU MIHAILEANU,1,Nice,LE CONCERT_RADU MIHAILEANU
LE CONCERT,RADU MIHAILEANU,1,Nice,LE CONCERT_RADU MIHAILEANU
IVERPATTALAM,MUTHUVAIRU PALANI,1,Nice,IVERPATTALAM_MUTHUVAIRU PALANI
THE REBOUND,B. FREUNDLICH,1,Nice,THE REBOUND_B. FREUNDLICH
LE PETIT NICOLAS,LAURENT TIRARD,1,Nice,LE PETIT NICOLAS_LAURENT TIRARD
LE PETIT NICOLAS,LAURENT TIRARD,1,Nice,LE PETIT NICOLAS_LAURENT TIRARD
LE COACH,OLIVIER DORAN,1,Nice,LE COACH_OLIVIER DORAN
LE COACH,OLIVIER DORAN,1,Nice,LE COACH_OLIVIER DORAN
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,1,Nice,MICMACS A TIRE LARIGOT_JEAN PIERRE JEUNET
JE NE DIS PAS NON,ILIANA LOLIC,1,Nice,JE NE DIS PAS NON_ILIANA LOLIC
NE LE DIS A PERSONNE,GUILLAUME CANET,1,Nice,NE LE DIS A PERSONNE_GUILLAUME CANET
INCONTROLABLE,RAFFY SHART,1,Nice,INCONTROLABLE_RAFFY SHART
INCONTROLABLE,RAFFY SHART,1,Nice,INCONTROLABLE_RAFFY SHART
INCONTROLABLE,RAFFY SHART,1,Nice,INCONTROLABLE_RAFFY SHART
A L'ARRACHE,KIM MASSEE,1,Nice,A L'ARRACHE_KIM MASSEE
A L'ARRACHE,KIM MASSEE,1,Nice,A L'ARRACHE_KIM MASSEE
JARDINS EN AUTOMNE,OTAR IOSSELIANI,1,Nice,JARDINS EN AUTOMNE_OTAR IOSSELIANI
JARDINS EN AUTOMNE,OTAR IOSSELIANI,1,Nice,JARDINS EN AUTOMNE_OTAR IOSSELIANI
JARDINS EN AUTOMNE,OTAR IOSSELIANI,1,Nice,JARDINS EN AUTOMNE_OTAR IOSSELIANI
JARDINS EN AUTOMNE,OTAR IOSSELIANI,1,Nice,JARDINS EN AUTOMNE_OTAR IOSSELIANI
JARDINS EN AUTOMNE,OTAR IOSSELIANI,1,Nice,JARDINS EN AUTOMNE_OTAR IOSSELIANI
CABARET PARADIS,C. ET G BENNIZIO,1,Nice,CABARET PARADIS_C. ET G BENNIZIO
ON VA S'AIMER,IVAN CALBERAC,1,Nice,ON VA S'AIMER_IVAN CALBERAC
ON VA S'AIMER,IVAN CALBERAC,1,Nice,ON VA S'AIMER_IVAN CALBERAC
ON VA S'AIMER,IVAN CALBERAC,1,Nice,ON VA S'AIMER_IVAN CALBERAC
ON VA S'AIMER,IVAN CALBERAC,1,Nice,ON VA S'AIMER_IVAN CALBERAC
ON VA S'AIMER,IVAN CALBERAC,1,Nice,ON VA S'AIMER_IVAN CALBERAC
PARS VITE ET REVIENS TARD,REGIS WARGNIER,1,Nice,PARS VITE ET REVIENS TARD_REGIS WARGNIER
PARS VITE ET REVIENS TARD,REGIS WARGNIER,1,Nice,PARS VITE ET REVIENS TARD_REGIS WARGNIER
PARS VITE ET REVIENS TARD,REGIS WARGNIER,1,Nice,PARS VITE ET REVIENS TARD_REGIS WARGNIER
PARS VITE ET REVIENS TARD,REGIS WARGNIER,1,Nice,PARS VITE ET REVIENS TARD_REGIS WARGNIER
PARS VITE ET REVIENS TARD,REGIS WARGNIER,1,Nice,PARS VITE ET REVIENS TARD_REGIS WARGNIER
PARS VITE ET REVIENS TARD,REGIS WARGNIER,1,Nice,PARS VITE ET REVIENS TARD_REGIS WARGNIER
ANNA M,MICHEL SPINOSA,1,Nice,ANNA M_MICHEL SPINOSA
ANNA M,MICHEL SPINOSA,1,Nice,ANNA M_MICHEL SPINOSA
LA MOME,OLIVIER DAHAN,1,Nice,LA MOME_OLIVIER DAHAN
PANORAMA,LOO HUI PHANG,1,Nice,PANORAMA_LOO HUI PHANG
PANORAMA,LOO HUI PHANG,1,Nice,PANORAMA_LOO HUI PHANG
LE PRIX A PAYER,ALEXANDRE LECLERE,1,Nice,LE PRIX A PAYER_ALEXANDRE LECLERE
LE PRIX A PAYER,ALEXANDRE LECLERE,1,Nice,LE PRIX A PAYER_ALEXANDRE LECLERE
BOMBAY TO PARIS,ROBBY GREWAL,1,Nice,BOMBAY TO PARIS_ROBBY GREWAL
CE QUE MES YEUX ONT VU / LA FORTUNE,LAURENT DE BARTILLAT,1,Nice,CE QUE MES YEUX ONT VU / LA FORTUNE_LAURENT DE BARTILLAT
CE QUE MES YEUX ONT VU / LA FORTUNE,LAURENT DE BARTILLAT,1,Nice,CE QUE MES YEUX ONT VU / LA FORTUNE_LAURENT DE BARTILLAT
HELLPHONE,JAMES HUTH,1,Nice,HELLPHONE_JAMES HUTH
HELLPHONE,JAMES HUTH,1,Nice,HELLPHONE_JAMES HUTH
HELLPHONE,JAMES HUTH,1,Nice,HELLPHONE_JAMES HUTH
HELLPHONE,JAMES HUTH,1,Nice,HELLPHONE_JAMES HUTH
SANS MOI,OLIVIER PANCHOT,1,Nice,SANS MOI_OLIVIER PANCHOT
LISA ET LE PILOTE D'AVION,Philippe BARASSAT,1,Nice,LISA ET LE PILOTE D'AVION_Philippe BARASSAT
MISTER LONELY,HARMONY KORINE,1,Nice,MISTER LONELY_HARMONY KORINE
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Nice,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
EL TOURBINI,AHMED MEDHAT MORSY,1,Nice,EL TOURBINI_AHMED MEDHAT MORSY
EL TOURBINI,AHMED MEDHAT MORSY,1,Nice,EL TOURBINI_AHMED MEDHAT MORSY
BOARDING GATE,OLIVIER ASSAYAS,1,Nice,BOARDING GATE_OLIVIER ASSAYAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Nice,TEEN SPIRIT_OLIVIER DE PLAS
NE TE RETOURNE PAS,MARINA DE VAN,1,Nice,NE TE RETOURNE PAS_MARINA DE VAN
AVANT QUE J'OUBLIE,JACQUES NOLOT,1,Nice,AVANT QUE J'OUBLIE_JACQUES NOLOT
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Nice,UN AMOUR DESASTREUX_KARA YOURI
L'ANTIDOTE,DE BRUS VINCENT,1,Nice,L'ANTIDOTE_DE BRUS VINCENT
QUARTIER VIP,FIRODE LAURENT,1,Nice,QUARTIER VIP_FIRODE LAURENT
TOUT POUR PLAIRE,CECILE TELERMAN,1,Nice,TOUT POUR PLAIRE_CECILE TELERMAN
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
LES INVISIBLES,JOUSSE THIERRY,1,Nice,LES INVISIBLES_JOUSSE THIERRY
CAVALCADE,SUISSA STEVE,1,Nice,CAVALCADE_SUISSA STEVE
CAVALCADE,SUISSA STEVE,1,Nice,CAVALCADE_SUISSA STEVE
CAVALCADE,SUISSA STEVE,1,Nice,CAVALCADE_SUISSA STEVE
CAVALCADE,SUISSA STEVE,1,Nice,CAVALCADE_SUISSA STEVE
ZE FILM,JACQUES GUY,1,Nice,ZE FILM_JACQUES GUY
UN AN,BOULANGER LAURENT,1,Nice,UN AN_BOULANGER LAURENT
UN AN,BOULANGER LAURENT,1,Nice,UN AN_BOULANGER LAURENT
UN AN,BOULANGER LAURENT,1,Nice,UN AN_BOULANGER LAURENT
UN AN,BOULANGER LAURENT,1,Nice,UN AN_BOULANGER LAURENT
UN AN,BOULANGER LAURENT,1,Nice,UN AN_BOULANGER LAURENT
LES POUPEES RUSSES,KLAPISCH CEDRIC,1,Nice,LES POUPEES RUSSES_KLAPISCH CEDRIC
LES POUPEES RUSSES,KLAPISCH CEDRIC,1,Nice,LES POUPEES RUSSES_KLAPISCH CEDRIC
LES POUPEES RUSSES,KLAPISCH CEDRIC,1,Nice,LES POUPEES RUSSES_KLAPISCH CEDRIC
LES ENFANTS,CHRISTIAN VINCENT,1,Nice,LES ENFANTS_CHRISTIAN VINCENT
MON SEJOUR EN FRANCE,ZHAI JUNJIC,1,Nice,MON SEJOUR EN FRANCE_ZHAI JUNJIC
MON SEJOUR EN FRANCE,ZHAI JUNJIC,1,Nice,MON SEJOUR EN FRANCE_ZHAI JUNJIC
MON SEJOUR EN FRANCE,ZHAI JUNJIC,1,Nice,MON SEJOUR EN FRANCE_ZHAI JUNJIC
DANS TES REVES,DENIS THYBAUD,1,Nice,DANS TES REVES_DENIS THYBAUD
DANS TES REVES,DENIS THYBAUD,1,Nice,DANS TES REVES_DENIS THYBAUD
DANS TES REVES,DENIS THYBAUD,1,Nice,DANS TES REVES_DENIS THYBAUD
LE TEMPS QUI RESTE,FRANCOIS OZON,1,Nice,LE TEMPS QUI RESTE_FRANCOIS OZON
VAS VIS ET DEVIENS,MIHAILEANU RADU,1,Nice,VAS VIS ET DEVIENS_MIHAILEANU RADU
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Nice,UN PRINTEMPS A PARIS_BRAL JACQUES
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Nice,UN PRINTEMPS A PARIS_BRAL JACQUES
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Nice,UN PRINTEMPS A PARIS_BRAL JACQUES
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Nice,UN PRINTEMPS A PARIS_BRAL JACQUES
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Nice,UN PRINTEMPS A PARIS_BRAL JACQUES
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Nice,UN PRINTEMPS A PARIS_BRAL JACQUES
LA FAUTE A FIDEL,JULIE GAVRAS,1,Nice,LA FAUTE A FIDEL_JULIE GAVRAS
SOLIDAIRE,BAHRAM GUERANFAR,1,Nice,SOLIDAIRE_BAHRAM GUERANFAR
TRUANDS,F.SCHOENDOERFFER,1,Nice,TRUANDS_F.SCHOENDOERFFER
TRUANDS,F.SCHOENDOERFFER,1,Nice,TRUANDS_F.SCHOENDOERFFER
TRUANDS,F.SCHOENDOERFFER,1,Nice,TRUANDS_F.SCHOENDOERFFER
TRUANDS,F.SCHOENDOERFFER,1,Nice,TRUANDS_F.SCHOENDOERFFER
TRES BIEN MERCI,EMMANUELLE CUAU,1,Nice,TRES BIEN MERCI_EMMANUELLE CUAU
CE QUE JE SAIS DE LOLA,JAVIER REBOLLO,1,Nice,CE QUE JE SAIS DE LOLA_JAVIER REBOLLO
CE QUE JE SAIS DE LOLA,JAVIER REBOLLO,1,Nice,CE QUE JE SAIS DE LOLA_JAVIER REBOLLO
CE QUE JE SAIS DE LOLA,JAVIER REBOLLO,1,Nice,CE QUE JE SAIS DE LOLA_JAVIER REBOLLO
ANDALUCIA,ALAIN GOMIS,1,Nice,ANDALUCIA_ALAIN GOMIS
POLTERGAY,ERIC LAVAINE,1,Nice,POLTERGAY_ERIC LAVAINE
MES COPINES,SYLVIE AYME,1,Nice,MES COPINES_SYLVIE AYME
MES COPINES,SYLVIE AYME,1,Nice,MES COPINES_SYLVIE AYME
MES COPINES,SYLVIE AYME,1,Nice,MES COPINES_SYLVIE AYME
MES COPINES,SYLVIE AYME,1,Nice,MES COPINES_SYLVIE AYME
MES COPINES,SYLVIE AYME,1,Nice,MES COPINES_SYLVIE AYME
MES COPINES,SYLVIE AYME,1,Nice,MES COPINES_SYLVIE AYME
ENSEMBLE- C'EST TOUT,CLAUDE BERRI,1,Nice,ENSEMBLE- C'EST TOUT_CLAUDE BERRI
ENSEMBLE- C'EST TOUT,CLAUDE BERRI,1,Nice,ENSEMBLE- C'EST TOUT_CLAUDE BERRI
MON MEILLEUR AMI,PATRICE LECONTE,1,Nice,MON MEILLEUR AMI_PATRICE LECONTE
